"","interval","steps","date"
"532",40,0,2012-11-13
"533",40,0,2012-11-14
"534",40,0,2012-11-15
"535",40,0,2012-11-16
"536",40,0,2012-11-17
"537",40,0,2012-11-18
"538",40,0,2012-11-19
"539",40,0,2012-11-20
"540",40,0,2012-11-21
"541",40,0,2012-11-22
"542",40,0,2012-11-23
"543",40,0,2012-11-24
"544",40,0,2012-11-25
"545",40,0,2012-11-26
"546",40,0,2012-11-27
"547",40,0,2012-11-28
"548",40,0,2012-11-29
"549",40,0,2012-11-30
"550",45,1.47169811320755,2012-10-01
"551",45,0,2012-10-02
"552",45,0,2012-10-03
"553",45,0,2012-10-04
"554",45,0,2012-10-05
"555",45,0,2012-10-06
"556",45,0,2012-10-07
"557",45,1.47169811320755,2012-10-08
"558",45,0,2012-10-09
"559",45,0,2012-10-10
"560",45,0,2012-10-11
"561",45,0,2012-10-12
"562",45,0,2012-10-13
"563",45,0,2012-10-14
"564",45,0,2012-10-15
"565",45,0,2012-10-16
"566",45,72,2012-10-17
"567",45,0,2012-10-18
"568",45,0,2012-10-19
"569",45,6,2012-10-20
"570",45,0,2012-10-21
"571",45,0,2012-10-22
"572",45,0,2012-10-23
"573",45,0,2012-10-24
"574",45,0,2012-10-25
"575",45,0,2012-10-26
"576",45,0,2012-10-27
"577",45,0,2012-10-28
"578",45,0,2012-10-29
"579",45,0,2012-10-30
"580",45,0,2012-10-31
"581",45,1.47169811320755,2012-11-01
"582",45,0,2012-11-02
"583",45,0,2012-11-03
"584",45,1.47169811320755,2012-11-04
"585",45,0,2012-11-05
"586",45,0,2012-11-06
"587",45,0,2012-11-07
"588",45,0,2012-11-08
"589",45,1.47169811320755,2012-11-09
"590",45,1.47169811320755,2012-11-10
"591",45,0,2012-11-11
"592",45,0,2012-11-12
"593",45,0,2012-11-13
"594",45,1.47169811320755,2012-11-14
"595",45,0,2012-11-15
"596",45,0,2012-11-16
"597",45,0,2012-11-17
"598",45,0,2012-11-18
"599",45,0,2012-11-19
"600",45,0,2012-11-20
"601",45,0,2012-11-21
"602",45,0,2012-11-22
"603",45,0,2012-11-23
"604",45,0,2012-11-24
"605",45,0,2012-11-25
"606",45,0,2012-11-26
"607",45,0,2012-11-27
"608",45,0,2012-11-28
"609",45,0,2012-11-29
"610",45,1.47169811320755,2012-11-30
"611",50,0.30188679245283,2012-10-01
"612",50,0,2012-10-02
"613",50,0,2012-10-03
"614",50,0,2012-10-04
"615",50,0,2012-10-05
"616",50,0,2012-10-06
"617",50,0,2012-10-07
"618",50,0.30188679245283,2012-10-08
"619",50,0,2012-10-09
"620",50,0,2012-10-10
"621",50,0,2012-10-11
"622",50,0,2012-10-12
"623",50,0,2012-10-13
"624",50,0,2012-10-14
"625",50,0,2012-10-15
"626",50,0,2012-10-16
"627",50,8,2012-10-17
"628",50,0,2012-10-18
"629",50,8,2012-10-19
"630",50,0,2012-10-20
"631",50,0,2012-10-21
"632",50,0,2012-10-22
"633",50,0,2012-10-23
"634",50,0,2012-10-24
"635",50,0,2012-10-25
"636",50,0,2012-10-26
"637",50,0,2012-10-27
"638",50,0,2012-10-28
"639",50,0,2012-10-29
"640",50,0,2012-10-30
"641",50,0,2012-10-31
"642",50,0.30188679245283,2012-11-01
"643",50,0,2012-11-02
"644",50,0,2012-11-03
"645",50,0.30188679245283,2012-11-04
"646",50,0,2012-11-05
"647",50,0,2012-11-06
"648",50,0,2012-11-07
"649",50,0,2012-11-08
"650",50,0.30188679245283,2012-11-09
"651",50,0.30188679245283,2012-11-10
"652",50,0,2012-11-11
"653",50,0,2012-11-12
"654",50,0,2012-11-13
"655",50,0.30188679245283,2012-11-14
"656",50,0,2012-11-15
"657",50,0,2012-11-16
"658",50,0,2012-11-17
"659",50,0,2012-11-18
"660",50,0,2012-11-19
"661",50,0,2012-11-20
"662",50,0,2012-11-21
"663",50,0,2012-11-22
"664",50,0,2012-11-23
"665",50,0,2012-11-24
"666",50,0,2012-11-25
"667",50,0,2012-11-26
"668",50,0,2012-11-27
"669",50,0,2012-11-28
"670",50,0,2012-11-29
"671",50,0.30188679245283,2012-11-30
"672",55,0.132075471698113,2012-10-01
"673",55,0,2012-10-02
"674",55,0,2012-10-03
"675",55,0,2012-10-04
"676",55,0,2012-10-05
"677",55,0,2012-10-06
"678",55,7,2012-10-07
"679",55,0.132075471698113,2012-10-08
"680",55,0,2012-10-09
"681",55,0,2012-10-10
"682",55,0,2012-10-11
"683",55,0,2012-10-12
"684",55,0,2012-10-13
"685",55,0,2012-10-14
"686",55,0,2012-10-15
"687",55,0,2012-10-16
"688",55,0,2012-10-17
"689",55,0,2012-10-18
"690",55,0,2012-10-19
"691",55,0,2012-10-20
"692",55,0,2012-10-21
"693",55,0,2012-10-22
"694",55,0,2012-10-23
"695",55,0,2012-10-24
"696",55,0,2012-10-25
"697",55,0,2012-10-26
"698",55,0,2012-10-27
"699",55,0,2012-10-28
"700",55,0,2012-10-29
"701",55,0,2012-10-30
"702",55,0,2012-10-31
"703",55,0.132075471698113,2012-11-01
"704",55,0,2012-11-02
"705",55,0,2012-11-03
"706",55,0.132075471698113,2012-11-04
"707",55,0,2012-11-05
"708",55,0,2012-11-06
"709",55,0,2012-11-07
"710",55,0,2012-11-08
"711",55,0.132075471698113,2012-11-09
"712",55,0.132075471698113,2012-11-10
"713",55,0,2012-11-11
"714",55,0,2012-11-12
"715",55,0,2012-11-13
"716",55,0.132075471698113,2012-11-14
"717",55,0,2012-11-15
"718",55,0,2012-11-16
"719",55,0,2012-11-17
"720",55,0,2012-11-18
"721",55,0,2012-11-19
"722",55,0,2012-11-20
"723",55,0,2012-11-21
"724",55,0,2012-11-22
"725",55,0,2012-11-23
"726",55,0,2012-11-24
"727",55,0,2012-11-25
"728",55,0,2012-11-26
"729",55,0,2012-11-27
"730",55,0,2012-11-28
"731",55,0,2012-11-29
"732",55,0.132075471698113,2012-11-30
"733",100,0.320754716981132,2012-10-01
"734",100,0,2012-10-02
"735",100,0,2012-10-03
"736",100,0,2012-10-04
"737",100,0,2012-10-05
"738",100,0,2012-10-06
"739",100,0,2012-10-07
"740",100,0.320754716981132,2012-10-08
"741",100,0,2012-10-09
"742",100,0,2012-10-10
"743",100,0,2012-10-11
"744",100,0,2012-10-12
"745",100,0,2012-10-13
"746",100,0,2012-10-14
"747",100,0,2012-10-15
"748",100,0,2012-10-16
"749",100,17,2012-10-17
"750",100,0,2012-10-18
"751",100,0,2012-10-19
"752",100,0,2012-10-20
"753",100,0,2012-10-21
"754",100,0,2012-10-22
"755",100,0,2012-10-23
"756",100,0,2012-10-24
"757",100,0,2012-10-25
"758",100,0,2012-10-26
"759",100,0,2012-10-27
"760",100,0,2012-10-28
"761",100,0,2012-10-29
"762",100,0,2012-10-30
"763",100,0,2012-10-31
"764",100,0.320754716981132,2012-11-01
"765",100,0,2012-11-02
"766",100,0,2012-11-03
"767",100,0.320754716981132,2012-11-04
"768",100,0,2012-11-05
"769",100,0,2012-11-06
"770",100,0,2012-11-07
"771",100,0,2012-11-08
"772",100,0.320754716981132,2012-11-09
"773",100,0.320754716981132,2012-11-10
"774",100,0,2012-11-11
"775",100,0,2012-11-12
"776",100,0,2012-11-13
"777",100,0.320754716981132,2012-11-14
"778",100,0,2012-11-15
"779",100,0,2012-11-16
"780",100,0,2012-11-17
"781",100,0,2012-11-18
"782",100,0,2012-11-19
"783",100,0,2012-11-20
"784",100,0,2012-11-21
"785",100,0,2012-11-22
"786",100,0,2012-11-23
"787",100,0,2012-11-24
"788",100,0,2012-11-25
"789",100,0,2012-11-26
"790",100,0,2012-11-27
"791",100,0,2012-11-28
"792",100,0,2012-11-29
"793",100,0.320754716981132,2012-11-30
"794",105,0.679245283018868,2012-10-01
"795",105,0,2012-10-02
"796",105,0,2012-10-03
"797",105,0,2012-10-04
"798",105,0,2012-10-05
"799",105,0,2012-10-06
"800",105,36,2012-10-07
"801",105,0.679245283018868,2012-10-08
"802",105,0,2012-10-09
"803",105,0,2012-10-10
"804",105,0,2012-10-11
"805",105,0,2012-10-12
"806",105,0,2012-10-13
"807",105,0,2012-10-14
"808",105,0,2012-10-15
"809",105,0,2012-10-16
"810",105,0,2012-10-17
"811",105,0,2012-10-18
"812",105,0,2012-10-19
"813",105,0,2012-10-20
"814",105,0,2012-10-21
"815",105,0,2012-10-22
"816",105,0,2012-10-23
"817",105,0,2012-10-24
"818",105,0,2012-10-25
"819",105,0,2012-10-26
"820",105,0,2012-10-27
"821",105,0,2012-10-28
"822",105,0,2012-10-29
"823",105,0,2012-10-30
"824",105,0,2012-10-31
"825",105,0.679245283018868,2012-11-01
"826",105,0,2012-11-02
"827",105,0,2012-11-03
"828",105,0.679245283018868,2012-11-04
"829",105,0,2012-11-05
"830",105,0,2012-11-06
"831",105,0,2012-11-07
"832",105,0,2012-11-08
"833",105,0.679245283018868,2012-11-09
"834",105,0.679245283018868,2012-11-10
"835",105,0,2012-11-11
"836",105,0,2012-11-12
"837",105,0,2012-11-13
"838",105,0.679245283018868,2012-11-14
"839",105,0,2012-11-15
"840",105,0,2012-11-16
"841",105,0,2012-11-17
"842",105,0,2012-11-18
"843",105,0,2012-11-19
"844",105,0,2012-11-20
"845",105,0,2012-11-21
"846",105,0,2012-11-22
"847",105,0,2012-11-23
"848",105,0,2012-11-24
"849",105,0,2012-11-25
"850",105,0,2012-11-26
"851",105,0,2012-11-27
"852",105,0,2012-11-28
"853",105,0,2012-11-29
"854",105,0.679245283018868,2012-11-30
"855",110,0.150943396226415,2012-10-01
"856",110,0,2012-10-02
"857",110,0,2012-10-03
"858",110,0,2012-10-04
"859",110,0,2012-10-05
"860",110,0,2012-10-06
"861",110,0,2012-10-07
"862",110,0.150943396226415,2012-10-08
"863",110,0,2012-10-09
"864",110,0,2012-10-10
"865",110,8,2012-10-11
"866",110,0,2012-10-12
"867",110,0,2012-10-13
"868",110,0,2012-10-14
"869",110,0,2012-10-15
"870",110,0,2012-10-16
"871",110,0,2012-10-17
"872",110,0,2012-10-18
"873",110,0,2012-10-19
"874",110,0,2012-10-20
"875",110,0,2012-10-21
"876",110,0,2012-10-22
"877",110,0,2012-10-23
"878",110,0,2012-10-24
"879",110,0,2012-10-25
"880",110,0,2012-10-26
"881",110,0,2012-10-27
"882",110,0,2012-10-28
"883",110,0,2012-10-29
"884",110,0,2012-10-30
"885",110,0,2012-10-31
"886",110,0.150943396226415,2012-11-01
"887",110,0,2012-11-02
"888",110,0,2012-11-03
"889",110,0.150943396226415,2012-11-04
"890",110,0,2012-11-05
"891",110,0,2012-11-06
"892",110,0,2012-11-07
"893",110,0,2012-11-08
"894",110,0.150943396226415,2012-11-09
"895",110,0.150943396226415,2012-11-10
"896",110,0,2012-11-11
"897",110,0,2012-11-12
"898",110,0,2012-11-13
"899",110,0.150943396226415,2012-11-14
"900",110,0,2012-11-15
"901",110,0,2012-11-16
"902",110,0,2012-11-17
"903",110,0,2012-11-18
"904",110,0,2012-11-19
"905",110,0,2012-11-20
"906",110,0,2012-11-21
"907",110,0,2012-11-22
"908",110,0,2012-11-23
"909",110,0,2012-11-24
"910",110,0,2012-11-25
"911",110,0,2012-11-26
"912",110,0,2012-11-27
"913",110,0,2012-11-28
"914",110,0,2012-11-29
"915",110,0.150943396226415,2012-11-30
"916",115,0.339622641509434,2012-10-01
"917",115,0,2012-10-02
"918",115,0,2012-10-03
"919",115,0,2012-10-04
"920",115,0,2012-10-05
"921",115,0,2012-10-06
"922",115,0,2012-10-07
"923",115,0.339622641509434,2012-10-08
"924",115,0,2012-10-09
"925",115,0,2012-10-10
"926",115,0,2012-10-11
"927",115,0,2012-10-12
"928",115,0,2012-10-13
"929",115,0,2012-10-14
"930",115,0,2012-10-15
"931",115,0,2012-10-16
"932",115,0,2012-10-17
"933",115,0,2012-10-18
"934",115,0,2012-10-19
"935",115,0,2012-10-20
"936",115,0,2012-10-21
"937",115,0,2012-10-22
"938",115,0,2012-10-23
"939",115,0,2012-10-24
"940",115,0,2012-10-25
"941",115,0,2012-10-26
"942",115,0,2012-10-27
"943",115,0,2012-10-28
"944",115,0,2012-10-29
"945",115,0,2012-10-30
"946",115,0,2012-10-31
"947",115,0.339622641509434,2012-11-01
"948",115,0,2012-11-02
